This text was added by using code,Progress,Responsible,Notes,Feature Owner,Moderator,Code Collaborator ID,Test Type,Current,Reviewed By,Reviewed,Tested By,Tested,Approved By,Approved,Last Approved
SEL\MathLib\NMathExtensions.cs,150,,Namespace change only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee,
SEL\MathLib\Prony.cs,150,,Move and using statements only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee,
SEL\MathLib\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee,
SEL\MathLib\Types.cs,150,,Move and using statements only.,erichewi,stango,,None.,'fe81ee,,,erichewi,'fe81ee,erichewi,'fe81ee,
Setup\CustomActions\ConfigAndDatabaseUpgrade.cs,175,,,erichewi,stango,,,'05f445,,'e0cdcd,ericball,'05f445,stango,'05f445,'05f445
Setup\CustomActions\CustomAction.config,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'41e093,,,erichewi,'41e093,erichewi,'41e093,
Setup\CustomActions\Properties\AssemblyInfo.cs,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'41e093,,,erichewi,'41e093,erichewi,'41e093,
Setup\CustomActions\SEL SynchroWAVe Config 1 to 1.5.xslt,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'0e4bed,,,erichewi,'0e4bed,erichewi,'0e4bed,
Setup\CustomActions\SEL SynchroWAVe Config 1.5 to 1.6.xslt,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'8777a8,,,erichewi,'8777a8,erichewi,'8777a8,
Setup\CustomActions\SEL SynchroWAVe Config 1.6 to 1.7.xslt,175,,,erichewi,stango,,,'05f445,ericball,'05f445,ericball,'05f445,stango,'05f445,'05f445
Setup\CustomActions\Version1Uninstall.cs,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'41e093,,,erichewi,'41e093,erichewi,'41e093,
Setup\MyPFX.pfx,150,,,erichewi,stango,,,'3e4b69,,,erichewi,'3e4b69,stango,'3e4b69,'3e4b69
Setup\SEL Software License Agreement.rtf,150,,"Approved on previous release, converting to new RecSharp format.",erichewi,stango,,None.,'8c47e5,,,erichewi,'8c47e5,erichewi,'8c47e5,
Setup\SEL SynchroWAVe Event Viewer\HelpFiles.wxs,150,,,erichewi,rilehudd,,No UT Paperwork,'bf7446,,,willmorr,'bf7446,rilehudd,'bf7446,'bf7446
Setup\SEL SynchroWAVe Event Viewer\Product.wxs,150,,,erichewi,willmorr,,,'541541,,,rilehudd,'541541,willmorr,'541541,'541541
Setup\SEL SynchroWAVe Event Viewer\SEL SynchroWAVe Event Viewer.wixproj,0,,RecSharp-Auto: New Edits Detected 10/3/2014,erichewi,rilehudd,,,'045446,,,erichewi,'045446,erichewi,'045446,'a0bd29
Setup\SEL SynchroWAVe Historian\Product.wxs,150,,,erichewi,erichewi,,No UT Paperwork,'2308d6,,,willmorr,'2308d6,erichewi,'2308d6,'2308d6
Setup\SEL SynchroWAVe Historian\SEL SynchroWAVe Historian.wixproj,0,rdlabs_build_user@STANGOVM.ad.selinc.com,RecSharp-Auto: New Edits Detected 12/10/2014,erichewi,rilehudd,,,'54a571,,,,,,,'05e89b
Setup\SEL SynchroWAVe Services\Admin.wxs,150,,,erichewi,erichewi,,No UT Paperwork,'f22d10,,,stango,'f22d10,erichewi,'f22d10,'f22d10
Setup\SEL SynchroWAVe Services\MainService.wxs,150,,,erichewi,stango,,No UT Paperwork,'ade5b4,,,stango,'ade5b4,erichewi,'ade5b4,'ade5b4
Setup\SEL SynchroWAVe Services\Microsoft_VC100_CRT_x86.msm,150,,,erichewi,stango,,,'0d5e3d,,,stango,'0d5e3d,erichewi,'0d5e3d,'0d5e3d
Setup\SEL SynchroWAVe Services\Product.wxs,150,,,erichewi,erichewi,,No UT Paperwork,'2308d6,,,willmorr,'2308d6,erichewi,'2308d6,'2308d6
Setup\SEL SynchroWAVe Services\SEL SynchroWAVe Services.wixproj,0,rdlabs_build_user@STANGOVM.ad.selinc.com,RecSharp-Auto: New Edits Detected 12/10/2014,erichewi,rilehudd,,,'54a571,,,,,,,'05e89b
Setup\SEL SynchroWAVe Services\Tools.wxs,150,,,erichewi,stango,,,'66b8bd,,,stango,'66b8bd,erichewi,'66b8bd,'66b8bd
Setup\SEL SynchroWAVe Services\Web.wxs,150,,,erichewi,rilehudd,,No UT Paperwork,'bf7446,,,willmorr,'bf7446,rilehudd,'bf7446,'bf7446
SilverlightUiTest\App.xaml.cs,150,,,erichewi,stango,,No UT Paperwork,'58e840,,,rilehudd,'58e840,stango,'58e840,'58e840
SynchroWAVe.sln,175,,,erichewi,stango,,No UT Paperwork,'3bbf42,,'dab83d,willmorr,'3bbf42,stango,'3bbf42,'3bbf42
Synchrowave\Admin\app.manifest,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\App.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\App.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Accessors\IISExpressConfigAccessor.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Accessors\LDAPAccessor.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Accessors\WebConfigAccessor.cs,50,,RecSharp-Auto: New Edits Detected 2/27/2014,stango,stango,,,'0037c4,,,rilehudd,'0037c4,erichewi,'0037c4,'0af600
Synchrowave\Admin\AuthenticationSecurityLibrary\AuthenticationSecurityException.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Authentication\AuthenticationADType.cs,175,,,rilehudd,erichewi,,,'d0197b,,'d0197b,rilehudd,'d0197b,stango,'d0197b,
Synchrowave\Admin\AuthenticationSecurityLibrary\Authentication\AuthenticationEditor.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Authentication\AuthenticationGroup.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Authentication\AuthenticationSettings.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Authentication\AuthenticationUser.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Certificates\CertificateController.cs,0,,"Move only, no file content change.",rilehudd,erichewi,,,'53622d,,,rilehudd,'53622d,erichewi,'53622d,
Synchrowave\Admin\AuthenticationSecurityLibrary\Certificates\CertificateFromPortAndStore.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Certificates\CertificateLoader.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'52c1be,,,dylapowe,'52c1be,erichewi,'52c1be,'52c1be
Synchrowave\Admin\AuthenticationSecurityLibrary\Certificates\ICertificateFactory.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Commanders\UnmanagedHTTPApi.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'fa6723,,,stango,'fa6723,erichewi,'fa6723,
Synchrowave\Admin\AuthenticationSecurityLibrary\Config.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\GlobalFunctions.cs,175,,,rilehudd,erichewi,,No UT Paperwork,'c52fc5,willmorr,'c52fc5,willmorr,'c52fc5,erichewi,'c52fc5,
Synchrowave\Admin\AuthenticationSecurityLibrary\Security\SecurityEditor.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\AuthenticationSecurityLibrary\Security\SecuritySettings.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Importer\CSVImporter.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'a80eeb,,,erichewi,'a80eeb,rilehudd,'a80eeb,'a80eeb
Synchrowave\Admin\DatabaseManagement\Importer\ImportingStatusHelpers.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Importer\Misc.cs,150,,Moved file only.,rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Importer\SEL.Synchrowave.PDCAssistant.exe,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Importer\SELxx73Importer.cs,175,,,rilehudd,erichewi,,,'a67f96,ericball,'a67f96,ericball,'a67f96,erichewi,'a67f96,'a67f96
Synchrowave\Admin\DatabaseManagement\Importer\TagMap.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Remapper\RemapperBase.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Remapper\StaticResources.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Remapper\StationRenamer.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Remapper\TagRemapper.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Reporter\ReportMaker.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'2eef9b,,,rilehudd,'2eef9b,stango,'2eef9b,'2eef9b
Synchrowave\Admin\DatabaseManagement\Reporter\StationProfile.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\DatabaseManagement\Reporter\Transform.xsl,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\MainWindow.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'dc7c39,,,rilehudd,'dc7c39,stango,'dc7c39,'dc7c39
Synchrowave\Admin\MainWindow.xaml.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'9d1669,,,willmorr,'9d1669,erichewi,'9d1669,'9d1669
Synchrowave\Admin\Misc\AdminConverters.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'6fdffa,,,stango,'6fdffa,erichewi,'6fdffa,'6fdffa
Synchrowave\Admin\Misc\AdminSettingProperty.cs,175,,,rilehudd,stango,,No UT Paperwork,'a02c05,,'5f3143,rilehudd,'a02c05,stango,'a02c05,'a02c05
Synchrowave\Admin\Misc\AdminUtil.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Misc\AssetQuantityDictionary.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Misc\DataGridBehavior.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Misc\TypeConverters.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Models.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Notifications\NotificationView.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Notifications\NotificationView.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Notifications\NotificationViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Properties\AssemblyInfo.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Properties\Resources.Designer.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Properties\Resources.resx,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Properties\Settings.Designer.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Properties\Settings.settings,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Styles\ControlProperties.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\Styles\Themes.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\AlarmSettingControl.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'3c7c50,,,rilehudd,'3c7c50,erichewi,'3c7c50,
Synchrowave\Admin\UserInterface\AlarmSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\AnalyticsSettingsControl.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'5f3143,,,rilehudd,'5f3143,erichewi,'5f3143,
Synchrowave\Admin\UserInterface\AnalyticsSettingsControl.xaml.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'7734e3,,,rilehudd,'7734e3,erichewi,'7734e3,
Synchrowave\Admin\UserInterface\DataCenterSettingsControl.xaml,175,,,rilehudd,erichewi,,No UT Paperwork,'7c573e,,'57f5ad,rilehudd,'7c573e,erichewi,'7c573e,'7c573e
Synchrowave\Admin\UserInterface\DataCenterSettingsControl.xaml.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'7c573e,,,rilehudd,'7c573e,erichewi,'7c573e,'7c573e
Synchrowave\Admin\UserInterface\MappingSettingsControl.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'430936,,,rilehudd,'430936,erichewi,'430936,'430936
Synchrowave\Admin\UserInterface\MappingSettingsControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\MapSettingsControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\MapSettingsControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\MultiComboBox.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'e9fa27,,,erichewi,'e9fa27,willmorr,'e9fa27,
Synchrowave\Admin\UserInterface\MultiComboBox.xaml.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'e9fa27,,,erichewi,'e9fa27,stango,'e9fa27,
Synchrowave\Admin\UserInterface\PageTemplates.xaml,175,,,rilehudd,erichewi,,No UT Paperwork,'7abd62,,'74e580,rilehudd,'7abd62,erichewi,'7abd62,'7abd62
Synchrowave\Admin\UserInterface\RegionSettings.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'a8993b,,,willmorr,'a8993b,erichewi,'a8993b,'a8993b
Synchrowave\Admin\UserInterface\RegionSettings.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'a8993b,
Synchrowave\Admin\UserInterface\RegionViewControl.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'a8993b,,,willmorr,'a8993b,erichewi,'a8993b,'a8993b
Synchrowave\Admin\UserInterface\RegionViewControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\AdminDateTimeControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\AdminDateTimeControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\CheckBoxSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\CheckBoxSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\ComboBoxSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\ComboBoxSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\FileSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\FileSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\FolderSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\FolderSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\LabelSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\LabelSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\ListBoxSettingsControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\ListBoxSettingsControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\PasswordSettingControl.xaml,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\PasswordSettingControl.xaml.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'604315,,,rilehudd,'604315,stango,'604315,'604315
Synchrowave\Admin\UserInterface\SettingsControls\TextSettingControl.xaml,150,,,rilehudd,erichewi,,None,'76e758,,,erichewi,'76e758,willmorr,'76e758,
Synchrowave\Admin\UserInterface\SettingsControls\TextSettingControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\SettingsControls\TreeViewControl.xaml,150,,,rilehudd,stango,,No UT Paperwork,'ca9482,,,rilehudd,'ca9482,stango,'ca9482,'ca9482
Synchrowave\Admin\UserInterface\SettingsControls\TreeViewControl.xaml.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\UserInterface\TeamDatabaseSettingsControl.xaml,150,,,rilehudd,erichewi,,No UT Paperwork,'60ab49,,,rilehudd,'60ab49,stango,'60ab49,'60ab49
Synchrowave\Admin\UserInterface\TeamDatabaseSettingsControl.xaml.cs,150,,,rilehudd,erichewi,,,'d66fb3,,,stango,'d66fb3,erichewi,'d66fb3,'d66fb3
Synchrowave\Admin\ViewModels\AdminPageViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\AdminSettingViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\AlarmSettingsViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'eae2e2,,,rilehudd,'eae2e2,stango,'eae2e2,'eae2e2
Synchrowave\Admin\ViewModels\AnalyticsSettingsViewModel.cs,150,,,rilehudd,willmorr,,No UT Paperwork,'18dcf7,,,rilehudd,'18dcf7,willmorr,'18dcf7,'18dcf7
Synchrowave\Admin\ViewModels\AssetDetailsViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\AuthenticationViewModel.cs,150,,,rilehudd,stango,,No UT Paperwork,'eae2e2,,,rilehudd,'eae2e2,stango,'eae2e2,'eae2e2
Synchrowave\Admin\ViewModels\Database Management\DMExportingViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\DMImportingBase.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\DMImportingCSV.cs,150,,"Fixed warnings only, no functional change.",rilehudd,erichewi,,No UT Paperwork,'a3be8a,,,rilehudd,'a3be8a,erichewi,'a3be8a,
Synchrowave\Admin\ViewModels\Database Management\DMImportingPDC.cs,175,,,rilehudd,erichewi,,,'a67f96,ericball,'a67f96,ericball,'a67f96,erichewi,'a67f96,'a67f96
Synchrowave\Admin\ViewModels\Database Management\DMImportingViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\DMRemappingBase.cs,150,,,rilehudd,erichewi,,,'1f6f4d,,,ericball,'1f6f4d,erichewi,'1f6f4d,'1f6f4d
Synchrowave\Admin\ViewModels\Database Management\DMRemappingStations.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\DMRemappingTags.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\DMRemappingViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\Database Management\FileViewModel.cs,150,,,rilehudd,erichewi,,,'20f653,,,ericball,'20f653,erichewi,'20f653,'20f653
Synchrowave\Admin\ViewModels\DataCenterSettingsViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'98400b,,,rilehudd,'98400b,erichewi,'98400b,'98400b
Synchrowave\Admin\ViewModels\DataCenterViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'d96daa,,,rilehudd,'d96daa,stango,'d96daa,'d96daa
Synchrowave\Admin\ViewModels\HistorianInputViewModel.cs,175,,,rilehudd,erichewi,,No UT Paperwork,'70046f,,'0f3a91,stango,'70046f,erichewi,'70046f,'70046f
Synchrowave\Admin\ViewModels\HistorianSettingsViewModel.cs,175,,,rilehudd,erichewi,,No UT Paperwork,'85477c,,'15c33d,stango,'85477c,erichewi,'85477c,'85477c
Synchrowave\Admin\ViewModels\LineViewModel.cs,150,,,rilehudd,erichewi,,,'24e56a,,,erichewi,'24e56a,willmorr,'24e56a,
Synchrowave\Admin\ViewModels\MainViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'79c33c,,,willmorr,'79c33c,erichewi,'79c33c,'79c33c
Synchrowave\Admin\ViewModels\MappingSettingsViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'812267,,,stango,'812267,erichewi,'812267,'812267
Synchrowave\Admin\ViewModels\MapSettingViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'a02c05,,,rilehudd,'a02c05,erichewi,'a02c05,'a02c05
Synchrowave\Admin\ViewModels\MASettingsViewModel.cs,150,,"Move only, no file content change.",rilehudd,erichewi,,None.,'333007,,,erichewi,'333007,erichewi,'333007,
Synchrowave\Admin\ViewModels\MultipleSelectComboBoxItem.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'c6f93b,,,erichewi,'c6f93b,willmorr,'c6f93b,
Synchrowave\Admin\ViewModels\RegionsSettingsViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'a8993b,,,willmorr,'a8993b,erichewi,'a8993b,'a8993b
Synchrowave\Admin\ViewModels\RegionViewModel.cs,150,,,rilehudd,erichewi,,No UT Paperwork,'93857e,,,rilehudd,'93857e,stango,'93857e,'93857e
Synchrowave\Admin\ViewModels\RetentionPeriodViewModel.cs,175,,,rilehudd,erichewi,,No UT Paperwork,'fff215,,'c770f6,rilehudd,'fff215,erichewi,'fff215,'fff215
